Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
List of tsunamis,PORTUGAL-PORTUGAL: 28/02/1969 02:40:32.5,Earthquake mag: 7.8; Max water height (m): 0.9; Magnitude (Iida): NADeaths: NA,1969-02-28,1969-02-28,19,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-LUZON ISLAND: 21/03/1969 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: 3,1969-03-21,1969-03-21,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,EGYPT-GULF OF SUEZ: 31/03/1969 NA:NA:NA,Earthquake mag: 7; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1969-03-31,1969-03-31,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SWEDEN-NORSALV RIVER: 12/04/1969 05:44:NA,Earthquake mag: NA; Max water height (m): 5; Magnitude (Iida): NADeaths: NA,1969-04-12,1969-04-12,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-RYUKYU ISLANDS: 21/04/1969 07:19:NA,Earthquake mag: 6.5; Max water height (m): 0.1; Magnitude (Iida): -2.3Deaths: NA,1969-04-21,1969-04-21,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ATLANTIC OCEAN-SOUTHWEST IBERIAN: 17/07/1969 05:NA:NA,Earthquake mag: NA; Max water height (m): 0.06; Magnitude (Iida): NADeaths: NA,1969-07-17,1969-07-17,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHINA-BOHAI SEA: 18/07/1969 05:24:50,Earthquake mag: 7.4; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1969-07-18,1969-07-18,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-BISMARCK SEA: 02/08/1969 04:30:29,Earthquake mag: 5.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1969-08-02,1969-08-02,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 11/08/1969 21:26:36,Earthquake mag: 8.2; Max water height (m): 5; Magnitude (Iida): 1.4Deaths: NA,1969-08-11,1969-08-11,75,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOUTH AFRICA-SOUTH AFRICA: 27/08/1969 01:30:NA,Earthquake mag: NA; Max water height (m): 2.9; Magnitude (Iida): NADeaths: NA,1969-08-27,1969-08-27,15,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 22/11/1969 23:09:37,Earthquake mag: 7.7; Max water height (m): 15; Magnitude (Iida): 3.9Deaths: NA,1969-11-22,1969-11-22,16,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GUADELOUPE (FRENCH TERRITORY)-GRAND BOURG: 25/12/1969 21:32:27.3,Earthquake mag: 7.2; Max water height (m): 0.23; Magnitude (Iida): -3.3Deaths: NA,1969-12-25,1969-12-25,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINE TRENCH: 10/01/1970 12:07:8.6,Earthquake mag: 7.6; Max water height (m): 0.06; Magnitude (Iida): NADeaths: NA,1970-01-10,1970-01-10,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-ANDREANOF ISLANDS, AK: 11/03/1970 22:38:34.6",Earthquake mag: 6; Max water height (m): 0.03; Magnitude (Iida): NADeaths: NA,1970-03-11,1970-03-11,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINE SEA: 07/04/1970 05:34:5.6,Earthquake mag: 7.3; Max water height (m): NA; Magnitude (Iida): 1Deaths: NA,1970-04-07,1970-04-07,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-CASPIAN SEA: 14/05/1970 18:12:NA,Earthquake mag: 6.5; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1970-05-14,1970-05-14,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-N. PERU: 31/05/1970 20:23:27.3,Earthquake mag: 7.9; Max water height (m): 0.46; Magnitude (Iida): 0.8Deaths: NA,1970-05-31,1970-05-31,15,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-SOUTHERN CHILE: 14/06/1970 NA:NA:NA,Earthquake mag: 6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1970-06-14,1970-06-14,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 19/06/1970 10:56:13.5,Earthquake mag: 6.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1970-06-19,1970-06-19,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SEIKAIDO: 25/07/1970 22:41:10.7,Earthquake mag: 7; Max water height (m): 0.32; Magnitude (Iida): -0.7Deaths: NA,1970-07-25,1970-07-25,35,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-NEW ZEALAND: 28/09/1970 19:01:NA,Earthquake mag: 5.1; Max water height (m): 1; Magnitude (Iida): NADeaths: NA,1970-09-28,1970-09-28,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINE TRENCH: 30/09/1970 09:52:22.7,Earthquake mag: 5.3; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1970-09-30,1970-09-30,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-PAPUA NEW GUINEA: 31/10/1970 17:53:9.3,Earthquake mag: 7.3; Max water height (m): 3; Magnitude (Iida): 0.3Deaths: 3,1970-10-31,1970-10-31,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-NORTHERN CHILE: 28/11/1970 11:08:40,Earthquake mag: 6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1970-11-28,1970-11-28,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-BLACK SEA: 04/12/1970 01:59:25,Earthquake mag: 5.1; Max water height (m): 0.8; Magnitude (Iida): NADeaths: NA,1970-12-04,1970-12-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-CHUNGAR: 19/03/1971 NA:NA:NA,Earthquake mag: NA; Max water height (m): 30; Magnitude (Iida): NADeaths: 600,1971-03-19,1971-03-19,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-ANDREANOF ISLANDS, AK: 02/05/1971 06:08:27.8",Earthquake mag: 7.1; Max water height (m): 0.04; Magnitude (Iida): NADeaths: NA,1971-05-02,1971-05-02,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 09/07/1971 03:03:18.7,Earthquake mag: 7.8; Max water height (m): 0.6; Magnitude (Iida): 0.3Deaths: NA,1971-07-09,1971-07-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 14/07/1971 06:11:29.1,Earthquake mag: 7.9; Max water height (m): 6; Magnitude (Iida): 1.6Deaths: 1,1971-07-14,1971-07-14,32,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 26/07/1971 01:23:21.3,Earthquake mag: 7.9; Max water height (m): 10; Magnitude (Iida): 3.3Deaths: NA,1971-07-26,1971-07-26,39,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-JAPAN TRENCH: 02/08/1971 07:24:56.8,Earthquake mag: 7.3; Max water height (m): 0.51; Magnitude (Iida): -2.3Deaths: NA,1971-08-02,1971-08-02,17,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-TATAR STRAIT: 05/09/1971 18:35:25,Earthquake mag: 7.1; Max water height (m): 2; Magnitude (Iida): NADeaths: NA,1971-09-05,1971-09-05,29,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-TATAR STRAIT: 06/09/1971 13:37:10.8,Earthquake mag: 5.5; Max water height (m): 0.32; Magnitude (Iida): NADeaths: NA,1971-09-06,1971-09-06,11,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"SOLOMON ISLANDS-TINAKULA, SANTA CRUZ ISLANDS: 06/09/1971 20:NA:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1971-09-06,1971-09-06,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-TATAR STRAIT: 08/09/1971 11:48:23.4,Earthquake mag: 6.6; Max water height (m): 0.09; Magnitude (Iida): NADeaths: NA,1971-09-08,1971-09-08,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-TATAR STRAIT: 08/09/1971 16:59:52.6,Earthquake mag: 6.2; Max water height (m): 0.07; Magnitude (Iida): -0.7Deaths: NA,1971-09-08,1971-09-08,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-BISMARCK SEA: 25/09/1971 04:36:14,Earthquake mag: 7; Max water height (m): 1.8; Magnitude (Iida): 0.8Deaths: NA,1971-09-25,1971-09-25,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-TATAR STRAIT: 27/09/1971 19:01:45.3,Earthquake mag: 6; Max water height (m): 0.03; Magnitude (Iida): NADeaths: NA,1971-09-27,1971-09-27,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-RAT ISLANDS, ALEUTIAN ISLANDS, AK: 06/11/1971 22:00:0.1",Earthquake mag: 5.7; Max water height (m): 0.1; Magnitude (Iida): NADeaths: NA,1971-11-06,1971-11-06,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-KAMCHATKA: 15/12/1971 08:29:55.3,Earthquake mag: 7.8; Max water height (m): 0.47; Magnitude (Iida): NADeaths: NA,1971-12-15,1971-12-15,12,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-E. TAIWAN: 25/01/1972 02:06:23.3,Earthquake mag: 7.5; Max water height (m): 0.05; Magnitude (Iida): -1Deaths: NA,1972-01-25,1972-01-25,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-EAST OFF HACHIJO ISLAND: 29/02/1972 09:22:59.8,Earthquake mag: 7.4; Max water height (m): 0.42; Magnitude (Iida): -1.3Deaths: NA,1972-02-29,1972-02-29,28,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 08/06/1972 18:53:41.7,Earthquake mag: 6.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1972-06-08,1972-06-08,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"USA-SE. ALASKA, AK: 30/07/1972 21:45:14.1",Earthquake mag: 7.6; Max water height (m): 0.1; Magnitude (Iida): -2.3Deaths: NA,1972-07-30,1972-07-30,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 17/08/1972 23:44:5.9,Earthquake mag: 7.1; Max water height (m): 0.6; Magnitude (Iida): -1Deaths: NA,1972-08-17,1972-08-17,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 26/08/1972 08:15:NA,Earthquake mag: NA; Max water height (m): 1.5; Magnitude (Iida): 0.6Deaths: NA,1972-08-26,1972-08-26,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-JAPAN: 06/09/1972 11:42:23.9,Earthquake mag: 5.2; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1972-09-06,1972-09-06,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PAPUA NEW GUINEA-RITTER ISLAND, PAPUA NEW GUINEA: 09/10/1972 NA:NA:NA",Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1972-10-09,1972-10-09,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PHILIPPINES-MINDANAO ISLAND, PHILIPPINES: 02/12/1972 00:19:47.2",Earthquake mag: 7.4; Max water height (m): 0.5; Magnitude (Iida): -2.3Deaths: NA,1972-12-02,1972-12-02,32,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-CHICHI JIMA: 04/12/1972 10:16:12,Earthquake mag: 7.4; Max water height (m): 0.5; Magnitude (Iida): -1Deaths: NA,1972-12-04,1972-12-04,39,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 29/12/1972 04:51:1.6,Earthquake mag: 5.4; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1972-12-29,1972-12-29,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-S. MEXICO: 30/01/1973 21:01:12.5,Earthquake mag: 7.5; Max water height (m): 1.13; Magnitude (Iida): 0.1Deaths: NA,1973-01-30,1973-01-30,9,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-N. KURIL ISLANDS: 28/02/1973 06:37:49.5,Earthquake mag: 7.2; Max water height (m): 1.5; Magnitude (Iida): 0.6Deaths: NA,1973-02-28,1973-02-28,7,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-QUEZON: 17/03/1973 08:30:51.8,Earthquake mag: 7.5; Max water height (m): 1.3; Magnitude (Iida): NADeaths: NA,1973-03-17,1973-03-17,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-HOKKAIDO ISLAND: 17/06/1973 03:55:2.9,Earthquake mag: 7.7; Max water height (m): 5.96; Magnitude (Iida): 2.2Deaths: NA,1973-06-17,1973-06-17,72,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 24/06/1973 02:43:25.5,Earthquake mag: 7.1; Max water height (m): 0.64; Magnitude (Iida): 2.2Deaths: NA,1973-06-24,1973-06-24,32,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 26/06/1973 22:32:0.2,Earthquake mag: 6.6; Max water height (m): 0.21; Magnitude (Iida): NADeaths: NA,1973-06-26,1973-06-26,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 05/10/1973 05:47:51.1,Earthquake mag: 6.7; Max water height (m): 0.2; Magnitude (Iida): -1.3Deaths: NA,1973-10-05,1973-10-05,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-LESSER SUNDA ISLANDS: NA/12/1973 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: 2,,,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 31/01/1974 23:30:5.3,Earthquake mag: 7; Max water height (m): 1.5; Magnitude (Iida): 2.2Deaths: NA,1974-01-31,1974-01-31,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 01/02/1974 03:12:33.1,Earthquake mag: 7.1; Max water height (m): 4.5; Magnitude (Iida): 2.2Deaths: NA,1974-02-01,1974-02-01,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-TOKAIDO: 08/05/1974 23:33:25.2,Earthquake mag: 6.7; Max water height (m): 0.2; Magnitude (Iida): -2.3Deaths: NA,1974-05-08,1974-05-08,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-SOUTHERN CHILE: 18/08/1974 10:44:12.8,Earthquake mag: 7.1; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1974-08-18,1974-08-18,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 27/09/1974 05:47:29.4,Earthquake mag: 6.7; Max water height (m): 0.37; Magnitude (Iida): 0.6Deaths: NA,1974-09-27,1974-09-27,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PERU-CENTRAL PERU: 03/10/1974 14:21:29.1,Earthquake mag: 8.1; Max water height (m): 0.92; Magnitude (Iida): 0.8Deaths: NA,1974-10-03,1974-10-03,35,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"CANADA-KITIMAT INLET, BRITISH COLOMBIA: 17/10/1974 19:05:NA",Earthquake mag: NA; Max water height (m): 2.8; Magnitude (Iida): NADeaths: NA,1974-10-17,1974-10-17,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PAPUA NEW GUINEA-RITTER ISLAND, PAPUA NEW GUINEA: 17/10/1974 NA:NA:NA",Earthquake mag: NA; Max water height (m): 0.5; Magnitude (Iida): -1Deaths: NA,1974-10-17,1974-10-17,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAKISTAN-PAKISTAN: 28/12/1974 12:11:43.7,Earthquake mag: 6.2; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1974-12-28,1974-12-28,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-BANDA SEA: 15/01/1975 09:42:24,Earthquake mag: 5.9; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1975-01-15,1975-01-15,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,CHILE-CENTRAL CHILE: 13/03/1975 15:26:42.5,Earthquake mag: 6.9; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1975-03-13,1975-03-13,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"CANADA-KITIMAT INLET, BRITISH COLUMBIA: 27/04/1975 18:05:NA",Earthquake mag: NA; Max water height (m): 4.1; Magnitude (Iida): NADeaths: NA,1975-04-27,1975-04-27,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,ATLANTIC OCEAN-AZORES GIBRALTAR FRACTURE ZONE: 26/05/1975 09:11:51.1,Earthquake mag: 7.8; Max water height (m): 0.5; Magnitude (Iida): NADeaths: NA,1975-05-26,1975-05-26,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 10/06/1975 13:47:14.5,Earthquake mag: 7; Max water height (m): 5.5; Magnitude (Iida): 2.3Deaths: NA,1975-06-10,1975-06-10,52,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-SOLOMON SEA: 20/07/1975 14:37:39.9,Earthquake mag: 7.9; Max water height (m): 2; Magnitude (Iida): 1Deaths: NA,1975-07-20,1975-07-20,18,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-PHILIPPINE TRENCH: 31/10/1975 08:28:2.6,Earthquake mag: 7.6; Max water height (m): 3; Magnitude (Iida): -0.7Deaths: 1,1975-10-31,1975-10-31,28,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,USA-HAWAII: 29/11/1975 14:47:40.9,Earthquake mag: 7.7; Max water height (m): 14.3; Magnitude (Iida): 3Deaths: 2,1975-11-29,1975-11-29,76,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,FIJI-FIJI ISLANDS: 16/12/1975 21:01:39,Earthquake mag: 4.9; Max water height (m): 0.25; Magnitude (Iida): NADeaths: NA,1975-12-16,1975-12-16,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SAMOA-SAMOA ISLANDS: 26/12/1975 15:56:38.7,Earthquake mag: 7.8; Max water height (m): 0.38; Magnitude (Iida): -0.3Deaths: NA,1975-12-26,1975-12-26,3,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-KERMADEC ISLANDS: 14/01/1976 16:47:33.5,Earthquake mag: 8; Max water height (m): 0.9; Magnitude (Iida): -0.1Deaths: NA,1976-01-14,1976-01-14,15,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 21/01/1976 10:05:24.1,Earthquake mag: 7; Max water height (m): 0.38; Magnitude (Iida): -1.3Deaths: NA,1976-01-21,1976-01-21,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,GUATEMALA-GUATEMALA: 04/02/1976 09:01:43.4,Earthquake mag: 7.5; Max water height (m): 0.12; Magnitude (Iida): -0.5Deaths: NA,1976-02-04,1976-02-04,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PANAMA-PANAMA: 11/07/1976 16:54:31.8,Earthquake mag: 6.7; Max water height (m): NA; Magnitude (Iida): -1Deaths: NA,1976-07-11,1976-07-11,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PHILIPPINES-MORO GULF: 16/08/1976 16:11:7.3,Earthquake mag: 8; Max water height (m): 9; Magnitude (Iida): 2.3Deaths: 6800,1976-08-16,1976-08-16,28,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SAMOA-SAMOA ISLANDS: 02/04/1977 07:15:22.7,Earthquake mag: 7.6; Max water height (m): 0.08; Magnitude (Iida): -3.3Deaths: NA,1977-04-02,1977-04-02,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 20/04/1977 23:13:10.4,Earthquake mag: 6.8; Max water height (m): 0.15; Magnitude (Iida): -3.3Deaths: NA,1977-04-20,1977-04-20,6,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 20/04/1977 23:42:50.5,Earthquake mag: 7.6; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1977-04-20,1977-04-20,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SOLOMON ISLANDS-SOLOMON ISLANDS: 21/04/1977 04:24:9.6,Earthquake mag: 8.1; Max water height (m): 0.04; Magnitude (Iida): -3.3Deaths: NA,1977-04-21,1977-04-21,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TONGA-TONGA TRENCH: 22/06/1977 12:08:33.4,Earthquake mag: 7.2; Max water height (m): 0.4; Magnitude (Iida): NADeaths: NA,1977-06-22,1977-06-22,19,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDONESIA-SUNDA ISLANDS: 19/08/1977 06:08:55.2,Earthquake mag: 8; Max water height (m): 15; Magnitude (Iida): 3.9Deaths: 189,1977-08-19,1977-08-19,16,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-ADMIRALTY ISLANDS: 20/08/1977 NA:NA:NA,Earthquake mag: 5.5; Max water height (m): 0.5; Magnitude (Iida): -1Deaths: NA,1977-08-20,1977-08-20,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,PAPUA NEW GUINEA-ADMIRALTY ISLANDS: 28/08/1977 20:10:05,Earthquake mag: 5.5; Max water height (m): 0.6; Magnitude (Iida): -0.7Deaths: NA,1977-08-28,1977-08-28,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TONGA-TONGA TRENCH: 10/10/1977 11:53:53.6,Earthquake mag: 7.2; Max water height (m): 0.03; Magnitude (Iida): NADeaths: NA,1977-10-10,1977-10-10,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-TOKAIDO: 14/01/1978 03:24:39,Earthquake mag: 6.6; Max water height (m): 0.35; Magnitude (Iida): -0.7Deaths: NA,1978-01-14,1978-01-14,14,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 22/03/1978 00:50:32.2,Earthquake mag: 6.7; Max water height (m): 0.07; Magnitude (Iida): 0.1Deaths: NA,1978-03-22,1978-03-22,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 22/03/1978 21:34:33.4,Earthquake mag: 6.6; Max water height (m): 0.05; Magnitude (Iida): NADeaths: NA,1978-03-22,1978-03-22,2,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 23/03/1978 00:31:2.1,Earthquake mag: 6.8; Max water height (m): 0.17; Magnitude (Iida): -2.3Deaths: NA,1978-03-23,1978-03-23,4,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 23/03/1978 03:15:20.3,Earthquake mag: 7.5; Max water height (m): 0.3; Magnitude (Iida): -2.3Deaths: NA,1978-03-23,1978-03-23,15,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,RUSSIA-S. KURIL ISLANDS: 24/03/1978 19:47:50.7,Earthquake mag: 7.6; Max water height (m): 0.65; Magnitude (Iida): -1.7Deaths: NA,1978-03-24,1978-03-24,20,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NORWAY-NORWAY: RISSA: 29/04/1978 NA:NA:NA,Earthquake mag: NA; Max water height (m): 6.8; Magnitude (Iida): NADeaths: NA,1978-04-29,1978-04-29,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,JAPAN-SANRIKU: 12/06/1978 08:14:26.4,Earthquake mag: 7.7; Max water height (m): 0.6; Magnitude (Iida): NADeaths: NA,1978-06-12,1978-06-12,31,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,INDIA-INDIA: 12/06/1978 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1978-06-12,1978-06-12,0,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"PHILIPPINES-MINDANAO ISLAND, PHILIPPINES: 14/06/1978 12:32:33.9",Earthquake mag: 6.9; Max water height (m): 0.03; Magnitude (Iida): -3.3Deaths: NA,1978-06-14,1978-06-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"GREECE-THESSALONIKI (SALONICA), GREECE: 20/06/1978 20:03:21",Earthquake mag: 6.4; Max water height (m): 0.45; Magnitude (Iida): NADeaths: NA,1978-06-20,1978-06-20,5,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,"ITALY-EASTERN ITALY, ADRIATIC SEA: 21/06/1978 NA:NA:NA",Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,1978-06-21,1978-06-21,8,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,TAIWAN-TAIWAN: 23/07/1978 14:42:36.9,Earthquake mag: 7.4; Max water height (m): 0.05; Magnitude (Iida): -3.3Deaths: NA,1978-07-23,1978-07-23,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,SPAIN-CADIZ: 14/08/1978 14:17:50.4,Earthquake mag: 4.4; Max water height (m): 0.12; Magnitude (Iida): NADeaths: NA,1978-08-14,1978-08-14,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,NEW ZEALAND-OFF EAST COAST OF SOUTH ISLAND: 10/10/1978 NA:NA:NA,Earthquake mag: NA; Max water height (m): NA; Magnitude (Iida): NADeaths: NA,1978-10-10,1978-10-10,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,MEXICO-MEXICO: 29/11/1978 19:52:47.6,Earthquake mag: 7.8; Max water height (m): 1.5; Magnitude (Iida): 0.6Deaths: NA,1978-11-29,1978-11-29,1,DOI:10.7289/V5PN93H7,2023-02-02
List of tsunamis,VIETNAM-TRA CO COAST: NA/NA/1978 NA:NA:NA,Earthquake mag: NA; Max water height (m): 3; Magnitude (Iida): NADeaths: NA,,,0,DOI:10.7289/V5PN93H7,2023-02-02
