Category ID,Category,Event,Event description,Country,
G65,List of volcanic eruptions,"Merapi, 2006",Merapi - Java - Indonesia - 2006,Indonesia,
G65,List of volcanic eruptions,"Tungurahua, 2006",Tungurahua - Ecuador - Ecuador - 2006,Ecuador,
G65,List of volcanic eruptions,"Tungurahua, 2006",Tungurahua - Ecuador - Ecuador - 2006,Ecuador,
G65,List of volcanic eruptions,"Mayon, 2006",Mayon - Luzon-Philippines - Philippines - 2006,Philippines,
G65,List of volcanic eruptions,"Manam, 2007",Manam - New Guinea-NE of - Papua New Guinea - 2007,Papua New Guinea,
G65,List of volcanic eruptions,"Huila, Nevado del, 2007","Huila, Nevado del - Colombia - Colombia - 2007",Colombia,
G65,List of volcanic eruptions,"Ritter Island, 2007",Ritter Island - New Guinea-NE of - Papua New Guinea - 2007,Papua New Guinea,
G65,List of volcanic eruptions,"Salak, 2007",Salak - Java - Indonesia - 2007,Indonesia,
G65,List of volcanic eruptions,"Tair, Jebel at, 2007","Tair, Jebel at - Red Sea - Yemen - 2007",Yemen,
G65,List of volcanic eruptions,"Chaiten, 2008",Chaiten - Chile-S - Chile - 2008,Chile,
G65,List of volcanic eruptions,"Kasatochi, 2008",Kasatochi - Aleutian Is - United States - 2008,United States,
G65,List of volcanic eruptions,"Tungurahua, 2008",Tungurahua - Ecuador - Ecuador - 2008,Ecuador,
G65,List of volcanic eruptions,"Huila, Nevado del, 2008","Huila, Nevado del - Colombia - Colombia - 2008",Colombia,
G65,List of volcanic eruptions,"Redoubt, 2009",Redoubt - Alaska-SW - United States - 2009,United States,
G65,List of volcanic eruptions,"Kilauea, 2009",Kilauea - Hawaiian Is - United States - 2009,United States,
G65,List of volcanic eruptions,"Tungurahua, 2010",Tungurahua - Ecuador - Ecuador - 2010,Ecuador,
G65,List of volcanic eruptions,"Eyjafjallajokull, 2010",Eyjafjallajokull - Iceland-S - Iceland - 2010,Iceland,
G65,List of volcanic eruptions,"Pacaya, 2010",Pacaya - Guatemala - Guatemala - 2010,Guatemala,
G65,List of volcanic eruptions,"Zealandia Bank, 2010",Zealandia Bank - Mariana Is-C Pacific - United States - 2010,United States,
G65,List of volcanic eruptions,"Karangetang, 2010",Karangetang - Sangihe Is-Indonesia - Indonesia - 2010,Indonesia,
G65,List of volcanic eruptions,"Sinabung, 2010",Sinabung - Sumatra - Indonesia - 2010,Indonesia,
G65,List of volcanic eruptions,"Merapi, 2010",Merapi - Java - Indonesia - 2010,Indonesia,
G65,List of volcanic eruptions,"Tungurahua, 2010",Tungurahua - Ecuador - Ecuador - 2010,Ecuador,
G65,List of volcanic eruptions,"Tengger Caldera, 2010",Tengger Caldera - Java - Indonesia - 2010,Indonesia,
G65,List of volcanic eruptions,"Merapi, 2011",Merapi - Java - Indonesia - 2011,Indonesia,
G65,List of volcanic eruptions,"Kirishimayama, 2011",Kirishimayama - Kyushu-Japan - Japan - 2011,Japan,
G65,List of volcanic eruptions,"Bulusan, 2011",Bulusan - Luzon-Philippines - Philippines - 2011,Philippines,
G65,List of volcanic eruptions,"Karangetang, 2011",Karangetang - Sangihe Is-Indonesia - Indonesia - 2011,Indonesia,
G65,List of volcanic eruptions,"Tungurahua, 2011",Tungurahua - Ecuador - Ecuador - 2011,Ecuador,
G65,List of volcanic eruptions,"Puyehue-Cordon Caulle, 2011",Puyehue-Cordon Caulle - Chile-C - Chile - 2011,Chile,
G65,List of volcanic eruptions,"Nabro, 2011",Nabro - Africa-NE - Eritrea - 2011,Eritrea,
G65,List of volcanic eruptions,"Katla, 2011",Katla - Iceland-S - Iceland - 2011,Iceland,
G65,List of volcanic eruptions,"Lokon-Empung, 2011",Lokon-Empung - Sulawesi-Indonesia - Indonesia - 2011,Indonesia,
G65,List of volcanic eruptions,"Gamalama, 2011",Gamalama - Halmahera-Indonesia - Indonesia - 2011,Indonesia,
G65,List of volcanic eruptions,"Kilauea, 2012",Kilauea - Hawaiian Is - United States - 2012,United States,
G65,List of volcanic eruptions,"Kilauea, 2012",Kilauea - Hawaiian Is - United States - 2012,United States,
G65,List of volcanic eruptions,"Tolbachik, 2012",Tolbachik - Kamchatka - Russia - 2012,Russia,
G65,List of volcanic eruptions,"Merapi, 2013",Merapi - Java - Indonesia - 2013,Indonesia,
G65,List of volcanic eruptions,"Paluweh, 2013",Paluweh - Lesser Sunda Is - Indonesia - 2013,Indonesia,
G65,List of volcanic eruptions,"Mayon, 2013",Mayon - Luzon-Philippines - Philippines - 2013,Philippines,
G65,List of volcanic eruptions,"Paluweh, 2013",Paluweh - Lesser Sunda Is - Indonesia - 2013,Indonesia,
G65,List of volcanic eruptions,"Ubinas, 2013",Ubinas - Peru - Peru - 2013,Peru,
G65,List of volcanic eruptions,"Aira, 2013",Aira - Kyushu-Japan - Japan - 2013,Japan,
G65,List of volcanic eruptions,"Sinabung, 2013",Sinabung - Sumatra - Indonesia - 2013,Indonesia,
G65,List of volcanic eruptions,"Okataina, 2013",Okataina - New Zealand - New Zealand - 2013,New Zealand,
G65,List of volcanic eruptions,"Sinabung, 2014",Sinabung - Sumatra - Indonesia - 2014,Indonesia,
G65,List of volcanic eruptions,"Kelud, 2014",Kelud - Java - Indonesia - 2014,Indonesia,
G65,List of volcanic eruptions,"Ontakesan, 2014",Ontakesan - Honshu-Japan - Japan - 2014,Japan,
G65,List of volcanic eruptions,"Kilauea, 2014",Kilauea - Hawaiian Is - United States - 2014,United States,
G65,List of volcanic eruptions,"Fogo, 2014",Fogo - Cape Verde Is - Cape Verde - 2014,Cape Verde,
G65,List of volcanic eruptions,"Gamalama, 2014",Gamalama - Halmahera-Indonesia - Indonesia - 2014,Indonesia,
G65,List of volcanic eruptions,"Sinabung, 2015",Sinabung - Sumatra - Indonesia - 2015,Indonesia,
G65,List of volcanic eruptions,"Calbuco, 2015",Calbuco - Chile-S - Chile - 2015,Chile,
G65,List of volcanic eruptions,"Sumisujima, 2015",Sumisujima - Izu Is-Japan - Japan - 2015,Japan,
G65,List of volcanic eruptions,"Karangetang, 2015",Karangetang - Sangihe Is-Indonesia - Indonesia - 2015,Indonesia,
G65,List of volcanic eruptions,"Manam, 2015",Manam - New Guinea-NE of - Papua New Guinea - 2015,Papua New Guinea,
G65,List of volcanic eruptions,"Sinabung, 2015",Sinabung - Sumatra - Indonesia - 2015,Indonesia,
G65,List of volcanic eruptions,"Okataina, 2015",Okataina - New Zealand - New Zealand - 2015,New Zealand,
G65,List of volcanic eruptions,"Sinabung, 2016",Sinabung - Sumatra - Indonesia - 2016,Indonesia,
G65,List of volcanic eruptions,"Sinabung, 2016",Sinabung - Sumatra - Indonesia - 2016,Indonesia,
G65,List of volcanic eruptions,"Yellowstone, 2016",Yellowstone - US-Wyoming - United States - 2016,United States,
G65,List of volcanic eruptions,"Rinjani, 2016",Rinjani - Lesser Sunda Is - Indonesia - 2016,Indonesia,
G65,List of volcanic eruptions,"Asosan, 2016",Asosan - Kyushu-Japan - Japan - 2016,Japan,
G65,List of volcanic eruptions,"Etna, 2017",Etna - Italy - Italy - 2017,Italy,
G65,List of volcanic eruptions,"Sinabung, 2017",Sinabung - Sumatra - Indonesia - 2017,Indonesia,
G65,List of volcanic eruptions,"Fuego, 2017",Fuego - Guatemala - Guatemala - 2017,Guatemala,
G65,List of volcanic eruptions,"Dieng Volcanic Complex, 2017",Dieng Volcanic Complex - Java - Indonesia - 2017,Indonesia,
G65,List of volcanic eruptions,"Campi Flegrei, 2017",Campi Flegrei - Italy - Italy - 2017,Italy,
G65,List of volcanic eruptions,"Ambae, 2017",Ambae - Vanuatu-SW Pacific - Vanuatu - 2017,Vanuatu,
G65,List of volcanic eruptions,"Merapi, 2017",Merapi - Java - Indonesia - 2017,Indonesia,
G65,List of volcanic eruptions,"Sinabung, 2017",Sinabung - Sumatra - Indonesia - 2017,Indonesia,
G65,List of volcanic eruptions,"Kadovar, 2018",Kadovar - New Guinea-NE of - Papua New Guinea - 2018,Papua New Guinea,
G65,List of volcanic eruptions,"Mayon, 2018",Mayon - Luzon-Philippines - Philippines - 2018,Philippines,
G65,List of volcanic eruptions,"Kusatsu-Shiranesan, 2018",Kusatsu-Shiranesan - Honshu-Japan - Japan - 2018,Japan,
G65,List of volcanic eruptions,"Kilauea, 2018",Kilauea - Hawaiian Is - United States - 2018,United States,
G65,List of volcanic eruptions,"Kadovar, 2018",Kadovar - New Guinea-NE of - Papua New Guinea - 2018,Papua New Guinea,
G65,List of volcanic eruptions,"Ijen, 2018",Ijen - Java - Indonesia - 2018,Indonesia,
G65,List of volcanic eruptions,"Ambae, 2018",Ambae - Vanuatu-SW Pacific - Vanuatu - 2018,Vanuatu,
G65,List of volcanic eruptions,"Kilauea, 2018",Kilauea - Hawaiian Is - United States - 2018,United States,
G65,List of volcanic eruptions,"Sumisujima, 2018",Sumisujima - Izu Is-Japan - Japan - 2018,Japan,
G65,List of volcanic eruptions,"Fuego, 2018",Fuego - Guatemala - Guatemala - 2018,Guatemala,
G65,List of volcanic eruptions,"Kilauea, 2018",Kilauea - Hawaiian Is - United States - 2018,United States,
G65,List of volcanic eruptions,"Manam, 2018",Manam - New Guinea-NE of - Papua New Guinea - 2018,Papua New Guinea,
G65,List of volcanic eruptions,"Ambrym, 2018",Ambrym - Vanuatu-SW Pacific - Vanuatu - 2018,Vanuatu,
G65,List of volcanic eruptions,"Krakatau, 2018",Krakatau - Indonesia - Indonesia - 2018,Indonesia,
G65,List of volcanic eruptions,"Etna, 2018",Etna - Italy - Italy - 2018,Italy,
G65,List of volcanic eruptions,"Manam, 2019",Manam - New Guinea-NE of - Papua New Guinea - 2019,Papua New Guinea,
G65,List of volcanic eruptions,"Sinabung, 2019",Sinabung - Sumatra - Indonesia - 2019,Indonesia,
G65,List of volcanic eruptions,"Ulawun, 2019",Ulawun - New Britain-SW Pac - Papua New Guinea - 2019,Papua New Guinea,
G65,List of volcanic eruptions,"Manam, 2019",Manam - New Guinea-NE of - Papua New Guinea - 2019,Papua New Guinea,
G65,List of volcanic eruptions,"Stromboli, 2019",Stromboli - Italy - Italy - 2019,Italy,
G65,List of volcanic eruptions,"Stromboli, 2019",Stromboli - Italy - Italy - 2019,Italy,
G65,List of volcanic eruptions,"Whakaari/White Island, 2019",Whakaari/White Island - New Zealand - New Zealand - 2019,New Zealand,
G65,List of volcanic eruptions,"Taal, 2020",Taal - Luzon-Philippines - Philippines - 2020,Philippines,
G65,List of volcanic eruptions,"Ijen, 2020",Ijen - Java - Indonesia - 2020,Indonesia,
G65,List of volcanic eruptions,"Sangay, 2021",Sangay - Ecuador - Ecuador - 2021,Ecuador,
G65,List of volcanic eruptions,"Pacaya, 2021",Pacaya - Guatemala - Guatemala - 2021,Guatemala,
G65,List of volcanic eruptions,"Soufriere St. Vincent, 2021",Soufriere St. Vincent - W Indies - St. Vincent & the Grenadines - 2021,St. Vincent & the Grenadines,
G65,List of volcanic eruptions,"Nyiragongo, 2021","Nyiragongo - Africa-C - Congo, DRC - 2021",Democratic Republic of the Congo,
G65,List of volcanic eruptions,"La Palma, 2021",La Palma - Canary Is - Spain - 2021,Spain,
G65,List of volcanic eruptions,"Semeru, 2021",Semeru - Java - Indonesia - 2021,Indonesia,
G65,List of volcanic eruptions,"Hunga Tonga-Hunga Ha'apai, 2022",Hunga Tonga-Hunga Ha'apai - Tonga-SW Pacific - Tonga - 2022,Tonga,
G65,List of volcanic eruptions,"Popocatepetl, 2022",Popocatepetl - Mexico - Mexico - 2022,Mexico,
G65,List of volcanic eruptions,"Stromboli, 2022",Stromboli - Italy - Italy - 2022,Italy,
G65,List of volcanic eruptions,"Stromboli, 2022",Stromboli - Italy - Italy - 2022,Italy,
