Category ID,Category,Event,Event description,CountryCodes,,,,,,,,,
G65,Intra-state (civil) wars,Huk Rebellion of 1950-1954,Civil war - over local issues: Philippines vs. Huks,Philippines,,,,,,,,,
G65,Intra-state (civil) wars,Darfur Rebellion of 2003-2006,Civil war - over local issues: Sudan vs. SLA & JEM,Sudan,,,,,,,,,
G65,Intra-state (civil) wars,Second Philippine-Moro War of 2000-2001,Civil war - over local issues: Philippines vs. MILF & ASG,Philippines,,,,,,,,,
G65,Intra-state (civil) wars,Croatia-Krajina War of 1995,Civil war - over local issues: Croatia vs. Krajinia Serbs,Croatia,,,,,,,,,
G65,Intra-state (civil) wars,First Uganda War of 1966,Civil war - over local issues: Uganda vs. Buganda,Uganda,,,,,,,,,
G65,Intra-state (civil) wars,Abkhazia Revolt of 1992-1994,"Civil war - over local issues: Georgia vs. USSR, Abkhazia",Georgia,USSR,Abkhazia,,,,,,,
G65,Intra-state (civil) wars,Dagestan Rebellion of 1920-1921,Civil war - over local issues: Soviet Russian Republic vs. Sharia Army,Russia,,,,,,,,,
G65,Intra-state (civil) wars,Sixth Iraqi Kurds War of 1991,Civil war - over local issues: Iraq vs. Kurds,Iraq,,,,,,,,,
G65,Intra-state (civil) wars,Lebanon Insurgency of 1840,Regional internal: Egypt vs. Lebanese Maronites and Druze,Egypt vs. Lebanese Maronites,,,,,,,,,
G65,Intra-state (civil) wars,Minnesota-Sioux- War of 1862,Regional internal: Minnesota vs. Santee Sioux,Minnesota vs. Santee Sioux,,,,,,,,,
G65,Intra-state (civil) wars,Second Yunnan-Sichuan War of 1920,Regional internal: Sichuan vs. Yunnan-Guizhou Forces,Sichuan vs. Yunnan-Guizhou,,,,,,,,,
G65,Intra-state (civil) wars,Egypt-Mehdi War of 1824,Regional internal: Egypt vs. Mehdi Army,Egypt vs. Mehdi Army,,,,,,,,,
G65,Intra-state (civil) wars,Western Ukrainian War of 1918-1919,"Regional internal: Western Ukraine vs. Ukranian Poles, Poland",Ukraine,Poland,,,,,,,,
G65,Intra-state (civil) wars,Kumul Rebellion of 1931-1932,Regional internal: Xinjiang vs. Kumuliks and Allies,China,,,,,,,,,
G65,Intra-state (civil) wars,Mayan Caste War phase 1 of 1847-1848,Regional internal: Yucatan vs. Mayans,Mexico,,,,,,,,,
G65,Intra-state (civil) wars,Egyptian Taka Expedition of 1831,Regional internal: Egypt vs. Hadendowa Tribe,Egypt,,,,,,,,,
G65,Intra-state (civil) wars,Cultural Revolution phase 1 of 1967,Regional internal: Regional Militaries vs. Red Guards,China,,,,,,,,,
G65,Intra-state (civil) wars,Druze Rebellion of 1837-1838,Regional internal: Egypt vs. Druzes,Egypt,,,,,,,,,
G65,Intra-state (civil) wars,Sidon-Damascus War of 1821-1822,Regional internal: Damascus and Aleppo vs. Sidon,Syria,,,,,,,,,
G65,Intra-state (civil) wars,Palestinian Anti-Conscription Revolt of 1834,Regional internal: Egypt vs. Palestinians and Bedouins,Egypt,,,,,,,,,
G65,Intra-state (civil) wars,First Yunnan-Sichuan War of 1917,Regional internal: Sichuan vs. Yunnan and Guizhou,China,,,,,,,,,
G65,Intra-state (civil) wars,Masisi War of 1993,Intercommunal: Banyarwanda Militia vs. Bangilima Militia,,,,,,,,,,
G65,Intra-state (civil) wars,Italian Fascist War of 1920-1922,Intercommunal: Blackshirts vs. Leftists,,,,,,,,,,
G65,Intra-state (civil) wars,Anti-Fengtien War of 1925-1926,Intercommunal: Guominjun vs. Fengtien Army,,,,,,,,,,
G65,Intra-state (civil) wars,Maluku War of 1999-2002,Intercommunal: Laskar Jihad vs. Christian militia,,,,,,,,,,
G65,Intra-state (civil) wars,Labrang War of 1925-1926,Intercommunal: Golok Tibetans vs. Gansu Muslims,,,,,,,,,,
G65,Intra-state (civil) wars,SPLM/A Division (Dinka-Nuer) War of 1991-1992,Intercommunal: SPLA-Garang vs. SPLA-Nasir and Anya Nya II,,,,,,,,,,
G65,Intra-state (civil) wars,First Kashgarian - Tungan War of 1870,Intercommunal: Kashgarians vs. Urumchi Tungans,,,,,,,,,,
G65,Intra-state (civil) wars,Sparticist Rising of 1919,Intercommunal: Freikorps vs. Socialists,,,,,,,,,,
G65,Intra-state (civil) wars,Eritrean Split of 1972-1974,Intercommunal: ELF vs. EPLF,,,,,,,,,,
G65,Intra-state (civil) wars,Second Maronite-Druze War of 1845,Intercommunal: Maronites vs. Druzes,,,,,,,,,,
G65,Intra-state (civil) wars,Jukun - Tiv War of 1991-1992,Intercommunal: Jukun vs. Tiv,,,,,,,,,,
G65,Intra-state (civil) wars,First Somaliland War of 1992,Intercommunal: Tur Loyalists vs. Other Clan Militias,,,,,,,,,,
G65,Intra-state (civil) wars,Second Somaliland War of 1994 to 1995,Intercommunal: Somaliland vs. Garhaji Militias,,,,,,,,,,
G65,Intra-state (civil) wars,Inkatha-ANC War of 1987-1994,Intercommunal: Inkatha vs. ANC,,,,,,,,,,
G65,Intra-state (civil) wars,Second Nigeria Christian - Muslim War of 2004,Intercommunal: Christian Tarok vs. Muslim Fulani,,,,,,,,,,
G65,Intra-state (civil) wars,Second Kashgarian - Tungan War of 1871-1872,Intercommunal: Kashgarians vs. Urumchi Tungans,,,,,,,,,,
G65,Intra-state (civil) wars,Second Lebanese War of 1975-1976,"Intercommunal: Maronite militias, Syria vs. Lebanese National Movement",,,,,,,,,,
G65,Intra-state (civil) wars,First KMT-CCP War of 1927,Intercommunal: GMD vs. CCP,,,,,,,,,,
G65,Intra-state (civil) wars,Kashgar-Khotan War of 1867,Intercommunal: Kashgar vs. Khotanese,,,,,,,,,,
G65,Intra-state (civil) wars,Second Iraqi Kurds Internecine War of 1997,Intercommunal: PUK vs. KDP,,,,,,,,,,
G65,Intra-state (civil) wars,First Maronite-Druze War of 1841,Intercommunal: Maronites vs. Druzes,,,,,,,,,,
G65,Intra-state (civil) wars,Xinjiang Hui-Uyghur War of 1933-1934,Intercommunal: Hui vs. Uyghur and Kirghiz,,,,,,,,,,
G65,Intra-state (civil) wars,ISIS-al Nusra Front War of 2014,Intercommunal: Islamic State vs. Jabhat al-Nusra,,,,,,,,,,
G65,Intra-state (civil) wars,Third Maronite-Druze War of 1860,Intercommunal: Maronites vs. Druzes,,,,,,,,,,
G65,Intra-state (civil) wars,First Iraqi Kurds Internecine War of 1994-1995,Intercommunal: PUK vs. KDP and IMK,,,,,,,,,,
G65,Intra-state (civil) wars,Third Lebanese War of 1978,"Intercommunal: Lebanese Forces, Israel vs. Syria, PLO & Shiite militia",,,,,,,,,,
G65,Intra-state (civil) wars,Zhili-Anfu War of 1920,Intercommunal: An-Fu Faction vs. Zhili and Fengtien Factions,,,,,,,,,,
G65,Intra-state (civil) wars,Rada'a War of 2014-present,Intercommunal: Houthi Rebels vs. AQAP,,,,,,,,,,
